Transkribus-ID;AkteNummer;Akte_Scan;Finder-Tags;Datum;Tags;Dokumententyp;Titel;Nr. Of Pages;Transkibus-Transkription-Status
6479007;13;Akte_013_S004.jpg;Maschinell;01.01.1944;Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1944;4;GT
6479027;14;Akte_014_S001.jpg;Maschinell;29.12.1943;Vollständig;Brief;50 Jährige Mitgliedschaft (Jubiläum);1;GT
6478949;15;Akte_015_S001.jpg;Maschinell;29.12.2943;Vollständig;Protokoll;Organisatorisches Neujahrstreffen (NJT) 1944;1;GT
6478891;16;Akte_016_S001.jpg;Maschinell;03.12.1943;Vollständig;Brief;Soldatenpäckchen;1;GT
6479107;17;Akte_017_S001.jpg;Handschrift, mitUnterschrift;17.10.1943;Vollständig;Brief;Herzlichen Dank - Jakob Küpfer;1;GT
6479008;18;Akte_018_S001.jpg;Handschrift, mitUnterschrift;23.10.1943;Vollständig;Brief;"""Heldentod"" Theodor Enderle";1;GT
6478910;19;Akte_019_S001.jpg;Maschinell;22.10.1943;Vollständig;Brief;Goldene Hochzeit Küpfer;1;GT
6478911;20;Akte_020_S001.jpg;Maschinell;20.10.1943;Vollständig;Brief;Verbot von Beitragszahlungen?;1;GT
6478988;21;Akte_021_S001.jpg;Maschinell;12.10.1943;Vollständig;Brief;Kondolenz Theodor Enderle;1;GT
6478955;22;Akte_022_S001.jpg;Maschinell, mitUnterschrift;02.09.1943;Vollständig;Protokoll;Besprechung Beerdigung Strittmatter mit Unterschriften;1;GT
6478956;23;Akte_023_S001.jpg;Maschinell, mitUnterschrift;10.08.1943;Vollständig;Brief;Deutscher Sänger Bund (DSB) - Anordnung 1943;1;GT
6478892;24;Akte_024_S001.jpg;Maschinell, mitUnterschrift;10.07.1943;Vollständig;Protokoll;Beerdigung Albert Hirtler;1;GT
6479029;25;Akte_025_S001.jpg;Maschinell, mitUnterschrift;14.05.1943;Vollständig;Brief;Spende Ehrenführer zum 50-Jährigen Jubiläum;1;GT
6478991;26;Akte_026_S001.jpg;Maschinell, mitUnterschrift;27.01.1943;Vollständig;Brief;Leo Deck Austritt;1;GT
6479030;27;Akte_027_S001.jpg;Maschinell;14.02.1943;Vollständig;Brief;Beerdigung Carl Burger;1;GT
6479034;28;Akte_028_S002.jpg;Maschinell;undatiert;Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1943;3;Done
6479034;28;Akte_028_S003.jpg;Maschinell;undatiert;Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1943;3;Done
6479034;28;Akte_028_S004.jpg;Maschinell;undatiert;Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1943;3;Done
6478957;29;Akte_029_S001.jpg;Handschrift, mitUnterschrift;undatiert (01.01.1943);Vollständig;Protokoll;Anwesenheitsliste Neujahrstreffen;1;Done
6479051;30;Akte_030_S001.jpg;Maschinell;31.12.1942;Vollständig;Protokoll;Einladung Neujahrstreffen 1943;1;Done
6479052;31;Akte_031_S001.jpg;Maschinell;30.12.1942;Vollständig;Brief;Goldene Sängernadel;1;GT
6478963;32;Akte_032_S001.jpg;Maschinell;10.11.1942;Vollständig;Brief;"Spende von ""Binkert""";1;GT
6479038;33;Akte_033_S001.jpg;Maschinell;10.11.1942;Vollständig;Brief;"70ster Geburtstag ""Binkert""";1;GT
6478964;34;Akte_034_S001.jpg;Maschinell, mitUnterschrift;08.11.1942;Vollständig;Brief;"Geburtstag in ""alkoholarmen Zeiten""";1;GT
6479039;35;Akte_035_S001.jpg;Maschinell;24.10.1942;Vollständig;Brief;"silberne Hochzeit ""Haiss""";1;GT
6490236;36;Akte_036_S001.jpg;Maschinell;17.10.1942;Vollständig;Brief;Kein Tenor I mehr, keine Auftritte;1;GT
6490205;37;Akte_037_S001.jpg;Maschinell, mitUnterschrift;14.10.1942;Vollständig;Brief;Ständchen Hochzeit Schlageter;1;GT
6490204;38;Akte_038_S001.jpg;Maschinell;03.10.1942;Vollständig;Brief;DSB-Verkündigung Gau Baden;3;GT
6490204;38;Akte_038_S002.jpg;Maschinell;03.10.1942;Vollständig;Brief;DSB-Verkündigung Gau Baden;3;GT
6490204;38;Akte_038_S003.jpg;Maschinell;03.10.1942;Vollständig;Brief;DSB-Verkündigung Gau Baden;3;GT
6490215;39;Akte_039_S001.jpg;Maschinell, mitUnterschrift;01.10.1942;Vollständig;Brief;Entschuldigung Fritz Jung;1;GT
6490203;40;Akte_040_S001.jpg;Bild, Maschinell;30.09.1942;Vollständig;Postkarte;Brief aus Königshütte (Ober-Schlesien);2;GT
6490203;40;Akte_040_S002.jpg;Handschrift, mitUnterschrift;30.09.1942;Vollständig;Postkarte;Brief aus Königshütte (Ober-Schlesien);2;GT
6490235;41;Akte_041_S001.jpg;Maschinell;25.09.1942;Vollständig;Brief;Telegram Hochzeit Schlageter;1;GT
6490202;42;Akte_042_S001.jpg;Maschinell;12.09.1942;Vollständig;Brief;ordentlicher Gausängertag, Karlsruhe;4;GT
6490202;42;Akte_042_S002.jpg;Maschinell;12.09.1942;Vollständig;Brief;ordentlicher Gausängertag, Karlsruhe;4;GT
6490202;42;Akte_042_S003.jpg;Maschinell;12.09.1942;Vollständig;Brief;ordentlicher Gausängertag, Karlsruhe;4;GT
6490202;42;Akte_042_S004.jpg;Maschinell, mitUnterschrift;12.09.1942;Vollständig;Brief;ordentlicher Gausängertag, Karlsruhe;4;GT
6490201;43;Akte_043_S001.jpg;Maschinell;03.08.1942;Vollständig;Brief;fehlender Stuhl für Fritz;1;GT
6490200;44;Akte_044_S001.jpg;Maschinell, mitUnterschrift;23.07.1942;Vollständig;Brief;Entschuldigung Fritz Jung II;1;GT
6490214;45;Akte_045_S001.jpg;Maschinell;23.07.1942;Vollständig;Brief;Stuhl-Schreiben Fritz I;2;GT
6490214;45;Akte_045_S002.jpg;Maschinell;23.07.1942;Vollständig;Brief;Stuhl-Schreiben Fritz I;2;GT
6490234;46;Akte_046_S001.jpg;Maschinell, mitUnterschrift;23.07.1942;Vollständig;Brief;Stuhl-Schreiben Fritz II;1;GT
6490199;47;Akte_047_S001.jpg;Maschinell, mitUnterschrift;01.03.1942;Vollständig;Brief;Gedenken gefallener Kameraden;2;GT
6490199;47;Akte_047_S002.jpg;Handschrift, mitUnterschrift;01.03.1942;Vollständig;Brief;Gedenken gefallener Kameraden;2;GT
6490198;48;Akte_048_S002.jpg;Handschrift, Maschinell, mitUnterschrift;undatiert (01.01.1942);Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1942;3;Done
6490198;48;Akte_048_S004.jpg;Maschinell;undatiert (01.01.1942);Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1942;3;Done
6490198;48;Akte_048_S006.jpg;Maschinell;undatiert (01.01.1942);Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1942;3;Done
6490233;49;Akte_049_S001.jpg;Maschinell;31.12.1941;Vollständig;Brief;40-Jährige Mitgliedschaft;1;GT
6490232;50;Akte_050_S001.jpg;Maschinell;24.12.1941;Vollständig;Brief;Weihnachtsgeschenk Chorleiter;1;GT
6490231;51;Akte_051_S001.jpg;Maschinell;18.12.1941;Vollständig;Brief;Rückerstattung 45 Pfennig;1;GT
6490197;52;Akte_052_S001.jpg;Maschinell, mitUnterschrift;12.12.1941;Vollständig;Brief;Brief Carl II;1;GT
6490213;53;Akte_053_S001.jpg;Maschinell, mitUnterschrift;10.12.1941;Vollständig;Brief;Brief Carl I;1;GT
6490196;54;Akte_054_S001.jpg;Maschinell;08.12.1941;Vollständig;Brief;Brief an Theodor;1;GT
6490212;55;Akte_055_S001.jpg;Maschinell;08.12.1941;Vollständig;Brief;Brief betreffend Liedspende;1;GT
6490230;56;Akte_056_S001.jpg;Maschinell;undatiert;Vollständig;Brief;Brief an Richard (Laule?);1;GT
6490211;57;Akte_057_S001.jpg;Maschinell;17.11.1941;Vollständig;Brief;Dank an Richard Laule für 5 Liter Obstschnaps;1;GT
6490195;58;Akte_058_S001.jpg;Handschrift, mitUnterschrift;16.11.1941;Vollständig;Brief;handschriftlicher Brief von Carl an Alfons;1;GT
6490194;59;Akte_059_S001.jpg;Maschinell, mitUnterschrift;14.11.1941;Vollständig;Brief;Absage Schnaps aus Herrischried;1;GT
6490210;60;Akte_060_S001.jpg;Handschrift, mitUnterschrift;07.11.1941;Vollständig;Brief;handschriftliche Anfrage für Schnaps an Laule;1;GT
6490193;61;Akte_061_S001.jpg;Maschinell, mitUnterschrift;06.11.1941;Vollständig;Brief;Brief Carl wegen Schnaps-Magel;1;GT
6490209;62;Akte_062_S001.jpg;Maschinell;05.11.1941;Vollständig;Brief;Anfrage Obstschnaps Herrischried;1;GT
6490172;63;Akte_063_S001.jpg;Maschinell;05.11.1941;Vollständig;Brief;Nur Obstschnaps für Soldaten;1;GT
6490208;64;Akte_064_S001.jpg;Maschinell, mitUnterschrift;04.11.1941;Vollständig;Brief;Strategie Bürgermeister Herrischried, keine Ansprüche -> einschmeicheln;1;GT
6490229;65;Akte_065_S001.jpg;Maschinell, mitUnterschrift;03.11.1941;Vollständig;Brief;Antwort M.G.V. Hochfirst (Neustadt);1;GT
6490228;66;Akte_066_S001.jpg;Maschinell;01.11.1941;Vollständig;Brief;Anfrage an Carl Burger Schnaps besorgen;1;GT
6490171;67;Akte_067_S001.jpg;Maschinell;01.11.1941;Vollständig;Brief;Anfrage an Richard Laule Schnaps besorgen;1;GT
6490227;68;Akte_068_S001.jpg;Maschinell;01.11.1941;Vollständig;Brief;"Anfrage Hochstein-Verlag: ""Das alte Lied""";1;GT
6490126;69;Akte_069_S001.jpg;Maschinell, mitUnterschrift;31.10.1941;Vollständig;Brief;"Absage von 400 Stumpen durch ""Weber""";1;GT
6490207;70;Akte_070_S001.jpg;Maschinell;27.10.1941;Vollständig;Brief;Dankesschreiben an Küpfer für 100 Reichsmark Spende;1;GT
6489766;71;Akte_071_S001.jpg;Maschinell;27.10.1941;Vollständig;Brief;Anfrage Stumpen über Mutter an Schlageter;1;Done
6489765;72;Akte_072_S001.jpg;Handschrift;24.10.1941;Vollständig;Brief;Handschrift von Küpfer an Zimmermann;2;Done
6489765;72;Akte_072_S002.jpg;Handschrift, mitUnterschrift;24.10.1941;Vollständig;Brief;Handschrift von Küpfer an Zimmermann;2;Done
6490192;73;Akte_073_S001.jpg;Maschinell;19.09.1941;Vollständig;Brief;Anfrage M.G.V. Hochfirst (Neustadt) für Lied;1;Done
6490191;74;Akte_074_S001.jpg;Maschinell, mitUnterschrift;19.09.1941;Vollständig;Brief;Ehrungs-Antrag;1;Done
6490190;75;Akte_075_S001.jpg;Maschinell;19.09.1941;Vollständig;Brief;"Bestellung bei Hochstein-Verlag (""Haimet am Hochrhy)";1;Done
6490125;76;Akte_076_S001.jpg;Handschrift, mitUnterschrift;15.08.1941;Vollständig;Brief;handschriftlicher Brief von Carl an Alfons;1;Done
6489764;77;Akte_077_S001.jpg;Handschrift, Maschinell, mitUnterschrift;14.06.1941;Vollständig;Protokoll;Beerdigung Alfred Brutsche;1;Done
6489763;78;Akte_078_S001.jpg;Bild, Maschinell;24.10.1941;Vollständig;Postkarte;Liebesbrief von Lina Fingerdick an Otto Bolliger z.H. Alfons Zimmermann;2;Done
6489763;78;Akte_078_S002.jpg;Handschrift, mitUnterschrift;24.10.1941;Vollständig;Postkarte;Liebesbrief von Lina Fingerdick an Otto Bolliger z.H. Alfons Zimmermann;2;Done
6490123;79;Akte_079_S001.jpg;Bild, Lila;11.06.1941;Vollständig;Postkarte;Postkarte, Motiv: Gasthaus zum Hirschen, Menzenschwand;2;Done
6490123;79;Akte_079_S002.jpg;Handschrift, mitUnterschrift;11.06.1941;Vollständig;Postkarte;Postkarte, Motiv: Gasthaus zum Hirschen, Menzenschwand;2;Done
6489762;80;Akte_080_S001.jpg;Maschinell;25.04.1941;Vollständig;Brief;Brief an Witwe Laule, Dank für Freibier;1;Done
6489761;81;Akte_081_S001.jpg;Maschinell, mitUnterschrift;15.02.1941;Vollständig;Brief;Hauptversammlung Sängerkreis 2 in Tiengen;1;Done
6490133;82;Akte_082_S001.jpg;Maschinell;18.01.1941;Vollständig;Brief;keine Anschaffung Sängerring;1;Done
6490122;83;Akte_083_S001.jpg;Maschinell;undatiert (01.01.1941);Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1941;3;Done
6490122;83;Akte_083_S003.jpg;Maschinell;undatiert (01.01.1941);Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1941;3;Done
6490122;83;Akte_083_S005.jpg;Maschinell;undatiert (01.01.1941);Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1941;3;Done
6490122;83;Akte_083_S007.jpg;Maschinell;undatiert (01.01.1941);Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1941;3;Done
6490121;84;Akte_084_S001.jpg;Maschinell;31.12.1940;Vollständig;Brief;Einladung Paul Malzacher zum  Neujahrstreffen (NJT);1;Done
6490120;85;Akte_085_S001.jpg;Maschinell;31.12.1940;Vollständig;Brief;Einladung Karl Preiser zum  Neujahrstreffen (NJT);1;Done
6490119;86;Akte_086_S001.jpg;Maschinell;28.12.1940;Vollständig;Brief;Einladung Huber in Chor und zum  Neujahrstreffen (NJT);1;Done
6490132;87;Akte_087_S001.jpg;Maschinell;28.12.1940;Vollständig;Brief;Einladung Holzapfel in Chor und zum  Neujahrstreffen (NJT);1;Done
6489760;88;Akte_088_S001.jpg;Maschinell, mitUnterschrift;28.12.1940;Vollständig;Brief;Einladung M.G.V. Laufenburg zu  Neujahrstreffen (NJT);1;Done
6490170;89;Akte_089_S001.jpg;Maschinell;16.12.1940;Vollständig;Brief;Brief an Eduard, Agenda letzte Probe;1;Done
6490118;90;Akte_090_S001.jpg;Maschinell;16.12.1940;Vollständig;Brief;Dank an Mutter für Stumpen;1;Done
6489826;91;Akte_091_S001.jpg;Maschinell;14.12.1940;Vollständig;Brief;Anfrage Sängerring Heidelberg;1;Done
6490117;92;Akte_092_S001.jpg;Maschinell;14.12.1940;Vollständig;Brief;Anfrage Sängerring Pforzheim;1;Done
6490189;93;Akte_093_S001.jpg;Maschinell;09.12.1940;Vollständig;Brief;Ehrungs-Antrag;1;Done
6490188;94;Akte_094_S001.jpg;Maschinell, mitUnterschrift;07.12.1940;Vollständig;Offerte;Rückmeldung Ehrennadel aus Pforzheim;1;Done
6490187;95;Akte_095_S001.jpg;Maschinell;06.12.1940;Vollständig;Brief;Anfrage Ehrennadel & Ring für Albiez;1;Done
6490169;96;Akte_096_S001.jpg;Maschinell, mitUnterschrift;15.10.1940;Vollständig;Brief;Programmbegleitung für Film;1;Done
6490168;97;Akte_097_S001.jpg;Maschinell;11.10.1940;Vollständig;Brief;Antwort auf Brief von Weiss;1;Done
6489806;98;Akte_098_S001.jpg;Maschinell, mitUnterschrift;03.10.1940;Vollständig;Brief;Nachfrage zur Zusage zur V.D.A (Kundgebung des Volksbundes für das Deutschtum im Ausland)(Weiss);1;Done
6490106;99;Akte_099_S001.jpg;Maschinell, mitUnterschrift;03.09.1940;Vollständig;Brief;Einladung Kundgebung Volksbund für Deutschtum im Ausland durch Ortsleiter Weiss;1;Done
6490105;100;Akte_100_S001.jpg;Maschinell;13.07.1940;Vollständig;Brief;Anfrage Lieder Hochstein-Verlag;1;Done
6490104;101;Akte_101_S001.jpg;Maschinell;04.07.1940;Vollständig;Brief;Adressänderung Lieferadresse für die Süddeutsche Sängerzeitung;1;Done
6489805;102;Akte_102_S001.jpg;Maschinell;01.04.1940;Vollständig;Zeitungsartikel;Heimatbrief Gemeinde Murg I;2;Done
6489805;102;Akte_102_S002.jpg;Maschinell;01.04.1940;Vollständig;Zeitungsartikel;Heimatbrief Gemeinde Murg I;2;Done
6490167;103;Akte_103_S001.jpg;Maschinell;01.04.1940;Vollständig;Zeitungsartikel;Heimatbrief Gemeinde Murg II;2;Done
6490167;103;Akte_103_S002.jpg;Maschinell;01.04.1940;Vollständig;Zeitungsartikel;Heimatbrief Gemeinde Murg II;2;Done
6490103;104;Akte_104_S001.jpg;Maschinell, mitUnterschrift;12.04.1940;Vollständig;Protokoll;Vereinbarung der Chöre Murg & Säckingen;1;Done
6490026;105;Akte_105_S001.jpg;Maschinell;20.03.1940;Vollständig;Regierungsdokument;Einladung Konzert Murgtalsaal ;1;Done
6490102;106;Akte_106_S001.jpg;Handschrift;undatiert;Vollständig;Brief;Einladungsnotiz (handschriftlich) Gemeindeverwaltung Murg;2;Done
6490025;107;Akte_107_S001.jpg;Maschinell, mitUnterschrift;18.03.1940;Vollständig;Regierungsdokument;Besprechung Osterkonzert;1;Done
6490101;108;Akte_108_S001.jpg;Maschinell;04.03.1940;Vollständig;Brief;Dankesschreiben Spende Burger;1;Done
6489804;109;Akte_109_S001.jpg;Handschrift, mitUnterschrift;02.03.1940;Vollständig;Brief;Brief von Carl an Alfons;1;Überprüfen
6489825;110;Akte_110_S001.jpg;Maschinell;29.02.1940;Vollständig;Brief;privater Brief von Alfons an Spender;1;Done
6490100;111;Akte_111_S001.jpg;Maschinell;21.02.1940;Vollständig;Brief;Brief an Kreismusikerschaft wegen fehlendem Dirigenten;1;Done
6490099;112;Akte_112_S001.jpg;Maschinell;24.02.1940;Vollständig;Brief;Alfons an Carl, Briefankunft;1;Done
6490098;113;Akte_113_S001.jpg;Maschinell;19.02.1940;Vollständig;Brief;Brief an Färberei von Frau Zimmermann;1;Done
6490097;114;Akte_114_S001.jpg;Handschrift, mitUnterschrift;18.02.1940;Vollständig;Brief;Brief von Carl an Gesangsbrüder;1;Überprüfen
6490024;115;Akte_115_S001.jpg;Handschrift, mitUnterschrift;18.02.1940;Vollständig;Brief;Brief von Carl an Alfons;1;Überprüfen
6489803;116;Akte_116_S001.jpg;Maschinell, mitUnterschrift;13.02.1940;Vollständig;Brief;Absage Carl an Alfons;1;Done
6490131;117;Akte_117_S001.jpg;Maschinell;12.02.1940;Vollständig;Brief;Überredungsversuch Alfons an Carl;1;Done
6490130;118;Akte_118_S001.jpg;Maschinell;08.02.1940;Vollständig;Brief;Kreisversammlung in Laufenburg;1;Done
6490023;119;Akte_119_S001.jpg;Maschinell;16.01.1940;Vollständig;Brief;Otto Lythy wird Passivmitglied;1;Done
6490096;120;Akte_120_S001.jpg;Maschinell;16.01.1940;Vollständig;Brief;Bestandserhebung 1940;1;Done
6489824;121;Akte_121_S001.jpg;Maschinell;15.01.1940;Vollständig;Brief;Informationsbrief Bericht;1;Done
6490094;122;Akte_122_S001.jpg;Maschinell;15.01.1940;Vollständig;Brief;Dankesbrief an Bäcker Brutchy;1;Done
6490129;123;Akte_123_S001.jpg;Maschinell;11.01.1940;Vollständig;Brief;Alfons an Eduard;1;Done
6490128;124;Akte_124_S001.jpg;Maschinell;09.01.1940;Vollständig;Brief;Information zu Vorstand;1;Done
6490022;125;Akte_125_S001.jpg;Maschinell, Handschrift;09.01.1940;Vollständig;Brief;Beschwerdebrief Fritz Jung I;2;Done
6490022;125;Akte_125_S002.jpg;Maschinell;09.01.1940;Vollständig;Brief;Beschwerdebrief Fritz Jung I;2;Done
6490127;126;Akte_126_S001.jpg;Maschinell, Handschrift;09.01.1940;Vollständig;Brief;Beschwerdebrief Fritz Jung II;2;Done
6490127;126;Akte_126_S002.jpg;Maschinell, mitUnterschrift;09.01.1940;Vollständig;Brief;Beschwerdebrief Fritz Jung II;2;Done
6489801;127;Akte_127_S001.jpg;Maschinell, Handschrift, mitUnterschrift;08.01.1940;Vollständig;Brief;Bestätigung Ankunft Brief Jung;1;Done
6489800;128;Akte_128_S001.jpg;Maschinell, mitUnterschrift;06.01.1940;Vollständig;Brief;kurzer Beschwerdebrief Jung;1;Done
6490021;129;Akte_129_S001.jpg;Maschinell, mitUnterschrift;04.01.1940;Vollständig;Brief;Einladung Generalversammlung;1;Done
6489799;130;Akte_130_S001.jpg;Maschinell, mitUnterschrift;04.01.1940;Vollständig;Brief;Nachfrage Vereinsführer an Jung;1;Done
6490046;131;Akte_131_S001.jpg;Maschinell;04.01.1940;Vollständig;Brief;Einladung Generalversammlung an NSDAP;1;Done
6489798;132;Akte_132_S001.jpg;Maschinell;04.01.1940;Vollständig;Brief;Einladung Generalversammlung an Bürgermeister;1;Done
6490020;133;Akte_133_S001.jpg;Maschinell, mitUnterschrift;22.12.1939;Vollständig;Brief;Umadressierungsbitte an Postamt;1;Done
6490093;134;Akte_134_S001.jpg;Maschinell, mitUnterschrift;20.12.1939;Vollständig;Brief;Dankesschreiben für Konzert;1;Done
6490045;135;Akte_135_S001.jpg;Maschinell, mitUnterschrift;05.12.1939;Vollständig;Regierungsdokument;Fragebogen an Chor;1;Done
6489797;136;Akte_136_S001.jpg;Maschinell;31.12.1939;Vollständig;Protokoll;Tätigkeitsbericht Vereinsführer 1938/1939;5;Done
6489797;136;Akte_136_S003.jpg;Maschinell;31.12.1939;Vollständig;Protokoll;Tätigkeitsbericht Vereinsführer 1938/1939;5;Done
6489797;136;Akte_136_S005.jpg;Maschinell;31.12.1939;Vollständig;Protokoll;Tätigkeitsbericht Vereinsführer 1938/1939;5;Done
6489797;136;Akte_136_S007.jpg;Maschinell;31.12.1939;Vollständig;Protokoll;Tätigkeitsbericht Vereinsführer 1938/1939;5;Done
6489797;136;Akte_136_S009.jpg;Maschinell, mitUnterschrift;31.12.1939;Vollständig;Protokoll;Tätigkeitsbericht Vereinsführer 1938/1939;5;Done
6489823;137;Akte_137_S001.jpg;Maschinell, mitUnterschrift;29.12.1939;Vollständig;Brief;Bundesbeitrags-Erlassungsantrag;1;Done
6490092;138;Akte_138_S001.jpg;Maschinell;25.11.1939;Vollständig;Regierungsdokument;Meldungsaufruf für Ehrenbuch des DSB;1;Done
6490116;139;Akte_139_S001.jpg;Maschinell, mitUnterschrift;17.11.1939;Vollständig;Brief;Teilnahmebestätigung an NSDAP Grosskundgebung;1;Done
6490115;140;Akte_140_S001.jpg;Handschrift, mitUnterschrift;15.11.1939;Vollständig;Brief;Bitte der NSDAP um Aufrtritt;1;Done
6489822;141;Akte_141_S001.jpg;Maschinell, mitUnterschrift;06.10.1939;Vollständig;Regierungsdokument;Abschrift Gebühren für Tanzveranstaltungen;1;Done
6490114;142;Akte_142_S001.jpg;Maschinell, mitUnterschrift;10.10.1939;Vollständig;Brief;Antwort Vereinsführer an Jung (60. Geburtstag);1;Done
6489821;143;Akte_143_S001.jpg;Maschinell, mitUnterschrift;01.10.1939;Vollständig;Brief;Fritz Jung zu seinem 60. Geburtstag (Geschenk);1;Done
6490113;144;Akte_144_S001.jpg;Handschrift, mitUnterschrift;30.09.1939;Vollständig;Brief;Dank für Teilnahme an Bekanntmachung der NSDAP;1;Done
6490019;145;Akte_145_S001.jpg;Maschinell;26.09.1939;Vollständig;Brief;Bestätigung Teilnahme an NSDAP Veranstalung;1;Done
6490018;146;Akte_146_S001.jpg;Handschrift, mitUnterschrift;25.09.1939;Vollständig;Brief;Bitte um Teilnahme an NSDAP Bekanntmachung;1;Done
6490112;147;Akte_147_S001.jpg;Maschinell;24.08.1939;Vollständig;Brief;Durchschlag Absage Sängerfest Binzgen;1;Done
6490111;148;Akte_148_S001.jpg;Handschrift, mitUnterschrift;16.08.1939;Nein;Brief;Einladung Sängerfest Binzgen;1;Überprüfen
6489819;149;Akte_149_S001.jpg;Maschinell;21.07.1939;Nein;Brief;Durchschlag Bestätigung Bus-Reservierung;1;Überprüfen
6490110;150;Akte_150_S001.jpg;Maschinell;20.07.1939;Nein;Brief;Rundschreiben des Kreissängerführers;1;Überprüfen
6490109;151;Akte_151_S001.jpg;Maschinell;undatiert;Nein;;Bitte um Neuzustellung Bestätigung Anmeldung III. Kreissängertag Sankt Blasien;2;New 
6489796;152;Akte_152_S001.jpg;Maschinell, mitUnterschrift;15.07.1939;Nein;;Bestätigung Anmeldung III. Kreissängertag Sankt Blasien;2;New 
6490108;153;Akte_153_S001.jpg;Maschinell;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490108;153;Akte_153_S002.jpg;Maschinell, Handschrift;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490108;153;Akte_153_S004.jpg;Maschinell, Handschrift;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490108;153;Akte_153_S005.jpg;Maschinell;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490108;153;Akte_153_S006.jpg;Maschinell, Handschrift;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490108;153;Akte_153_S007.jpg;Maschinell;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490108;153;Akte_153_S008.jpg;Maschinell, Handschrift;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490108;153;Akte_153_S009.jpg;Maschinell;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490108;153;Akte_153_S010.jpg;Maschinell, Handschrift;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490108;153;Akte_153_S011.jpg;Maschinell;25.06.1939;Nein;;Zeitungsberichte über die Sängerreise am 25.Juni 1939!;12;New 
6490107;154;Akte_154_S001.jpg;Maschinell;23.06.1939;Nein;;Anmeldung bei Liederkranz Sankt Blasen und Wertungssingen;2;New 
6490066;155;Akte_155_S001.jpg;Handschrift, mitUnterschrift;22.06.1939;Nein;;Handschriftlicher Brief aus Rheinfelden;2;New 
6490066;155;Akte_155_S002.jpg;Handschrift, mitUnterschrift;22.06.1939;Nein;;Handschriftlicher Brief aus Rheinfelden;2;New 
6490017;156;Akte_156_S001.jpg;Maschinell, mitUnterschrift;21.06.1939;Nein;;Organisatorisches Abreise aus Todtnau;2;New 
6490065;157;Akte_157_S001.jpg;Maschinell, mitUnterschrift;14.06.1939;Nein;;Bitte um Teilnahme an Probe an Max Döbele;2;New 
6489795;158;Akte_158_S001.jpg;Maschinell;12.06.1939;Nein;;Meldung neuer Kassierer an Bezirkssparkasse Murg-Laufenburg;2;New 
6490016;159;Akte_159_S001.jpg;Maschinell, mitUnterschrift;12.06.1939;Nein;;Bestellung Hotel und Kurhaus Goldene Krone;4;New 
6490016;159;Akte_159_S003.jpg;Maschinell;12.06.1939;Nein;;Bestellung Hotel und Kurhaus Goldene Krone;4;New 
6490091;160;Akte_160_S001.jpg;Bild, Maschinell;undatiert;Nein;;Postkarte aus Holland;2;New 
6490091;160;Akte_160_S002.jpg;Handschrift, mitUnterschrift;undatiert;Nein;;Postkarte aus Holland;2;New 
6490064;161;Akte_161_S001.jpg;Maschinell, mitUnterschrift;12.06.1939;Nein;;Durchschlag Dankschreiben an Eheleute Cremer wegen Spende;2;New 
6490090;162;Akte_162_S001.jpg;Handschrift, mitUnterschrift;10.06.1939;Nein;;Handschriftlicher Notizzettel;2;New 
6490063;163;Akte_163_S001.jpg;Maschinell;02.06.1939;Nein;;Bitte um Anmeldung Sängerfest Schwörstadt;2;New 
6490089;164;Akte_164_S001.jpg;Handschrift, mitUnterschrift;07.06.1939;Nein;;Handschriftliches Dankschreiben zur Teilnahme an Hochzeit;2;New 
6490062;165;Akte_165_S001.jpg;Maschinell, mitUnterschrift;06.06.1939;Nein;;Bitte um Teilnahme an Sängerfest in St. Blasen durch Sängerkreis Waldshut;2;New 
6489794;166;Akte_166_S001.jpg;Maschinell, mitUnterschrift;31.05.1939;Nein;;Dank durch Bürgermeister Murg für Teilnahme an goldener Hochzeit Cremer;2;New 
